303.7,41.867,15,105,0.10962,0.15895,2,802,0.21181,0.64825,2.0517,0.011855,0.30375,1.3215,0.56735,0.086875,0.09125,0.16796,0.004216,9,1.893,0.57662,0.0040033,0.268,0.51885,2.0752,36.352,25.75,82.25,13.49
360.08,42.933,60,135,0.10962,0.15281,1.75,812,0.23413,0.65476,2.0421,0.014453,0.30493,1.3691,0.55733,0.089375,0.09375,0.17286,0.014595,12,1.893,0.52618,0.0032986,0.258,0.48395,2.1362,49.342,19.25,73.75,8.0208
333.41,54.733,120,150,0.14949,0.19259,2.25,740,-0.64581,0.45448,1.3178,0.03942,0.48202,0.51023,0.7164,0.0975,0.11,0.21055,0.016797,14,2.6258,0.61896,0.0028912,0.22,0.32814,1.5259,28.785,45,89.25,25.87
359.18,46.6,90,180,0.16942,0.239,3,606,0.26447,0.61511,2.097,0.0086731,0.31914,1.3909,0.59793,0.095625,0.10687,0.17792,0.014741,9,1.893,0.56023,0.0057321,0.302,0.3427,1.8921,32.381,28.5,78.25,13.475
416.67,41.867,0,135,0.11959,0.15029,1.75,816,0.65061,0.65536,1.7065,0.016068,0.39236,0.8347,0.54609,0.08375,0.081875,0.15856,0.0072595,9,2.0151,0.50644,0.0032335,0.288,0.4774,1.8311,16.677,28.5,77.5,13.613
544.08,49.333,120,120,0.099658,0.1649,2,792,-0.14313,0.6112,1.9452,0.00072948,0.42743,1.1541,0.64798,0.09,0.096875,0.15663,0.0095562,10,1.893,0.28983,0.003547,0.266,0.48095,2.0142,12.484,24.75,74.75,10.527
299.7,47.933,60,150,0.12956,0.16136,2,798,0.20921,0.66129,2.0266,0.0061015,0.31616,1.3793,0.60194,0.093125,0.098125,0.17479,0.019987,10,1.7709,0.5003,0.0047577,0.252,0.56979,2.1973,9.4778,29.25,82.25,15.107
291.67,41.533,0,135,0.11959,0.16255,1.75,796,0.071439,0.63921,1.9705,0.014573,0.30079,1.2073,0.55414,0.086875,0.0975,0.16494,0.0066721,11,1.893,0.61685,0.0026319,0.282,0.52697,1.9531,10.861,25.5,77.5,12.032
461.9,58.933,75,135,0.13952,0.19403,2.5,737,-0.58353,0.40024,1.1221,0.040285,0.58545,0.27201,0.74424,0.095625,0.10562,0.22308,0.01504,14,3.2364,0.84968,0.0041158,0.286,0.38402,0.79346,27.08,22.5,83.25,11.2
407.02,47.533,150,120,0.12956,0.16607,2,790,0.13471,0.57971,1.8466,0.01538,0.32692,1.0577,0.63219,0.086875,0.098125,0.16716,0.014812,11,1.893,0.58001,0.0023981,0.23,0.43778,1.8311,11.769,21.75,79.5,10.339
431.6,51.867,90,120,0.11959,0.17065,2,782,-0.2479,0.59988,1.7312,0.012226,0.42261,0.84703,0.67664,0.09375,0.10312,0.1776,0.010842,12,2.0151,0.39241,0.0029195,0.218,0.58067,1.709,11.193,29.75,87,16.618
379.11,47.8,30,165,0.099658,0.16432,1.75,793,0.083376,0.53453,1.0909,0.061522,0.47991,0.29271,0.59196,0.09,0.099375,0.18689,0.013155,12,3.1143,0.61829,0.0024212,0.264,0.29831,1.8921,21.653,29.25,89.5,16.944
333.33,49.667,30,135,0.11959,0.15835,1.75,803,0.15256,0.56628,1.1949,0.056351,0.43489,0.39766,0.62399,0.08875,0.096875,0.18849,0.013551,10,3.1143,0.56596,0.0030853,0.24,0.32746,1.9531,18.761,20.5,79,9.9052
352.28,48,90,165,0.11959,0.17233,2,779,-0.11037,0.52136,1.1401,0.060007,0.48068,0.3573,0.60969,0.093125,0.10187,0.19907,0.010949,13,3.1143,0.6267,0.0025745,0.242,0.38092,2.0142,18.446,31,86,17.284
323.76,43.133,30,150,0.10962,0.15774,1.75,804,0.27763,0.55942,1.0754,0.067548,0.48306,0.29556,0.57725,0.089375,0.0975,0.18326,0.0099621,10,3.1143,0.61778,0.0021629,0.284,0.38908,1.9531,15.895,29.5,90.25,18.111
345.37,42.933,60,120,0.16942,0.239,2.75,606,0.2852,0.54313,1.1236,0.061521,0.48166,0.33752,0.54492,0.090625,0.090625,0.18311,0.006797,11,3.1143,0.63047,0.0024298,0.306,0.32281,1.9531,16.756,27,85.5,14.822
350.82,42.4,45,135,0.10962,0.15652,1.75,806,0.26805,0.58749,1.3861,0.046271,0.42515,0.61769,0.5693,0.093125,0.09375,0.17332,0.0092093,12,3.1143,0.62526,0.0024661,0.318,0.2906,1.9531,15.541,22.75,75.25,9.7965
317.79,39.6,60,150,0.11959,0.15652,1.75,806,0.20426,0.57749,1.1524,0.057779,0.49484,0.35732,0.55622,0.0925,0.0975,0.18644,0.0093116,10,3.1143,0.65567,0.002536,0.29,0.38642,1.8921,16.031,18.75,83.25,10.038
331.58,41.667,60,150,0.099658,0.15956,2,801,0.091816,0.54162,1.1261,0.061954,0.49415,0.3502,0.59153,0.094375,0.1,0.17907,0.011068,11,3.1143,0.64114,0.0021761,0.258,0.29145,1.8921,16.434,21,79.75,9.8226
362.61,45.133,30,135,0.12956,0.17065,2,782,0.05712,0.57445,1.1898,0.057791,0.44919,0.36371,0.5934,0.095,0.0975,0.18291,0.01334,13,3.1143,0.58781,0.0028981,0.232,0.42794,1.9531,20.642,20,81,10.109
300.86,53.6,150,150,0.10962,0.1831,2,759,-0.32576,0.51595,1.1277,0.02817,0.57519,0.28827,0.70124,0.0925,0.10437,0.20245,0.016384,14,3.1143,0.7373,0.0016873,0.25,0.38071,1.5869,17.452,29.75,93.25,18.904
555.56,48.267,60,120,0.099658,0.15956,1.75,801,0.028132,0.60163,1.674,0.0043861,0.46075,0.7743,0.63202,0.08625,0.09375,0.1652,0.0086552,12,1.893,0.32224,0.002691,0.28,0.52395,1.8921,12.076,28.5,86.75,15.452
429.77,48.267,0,105,0.10962,0.17289,2,778,-0.19384,0.59572,1.8109,0.0056933,0.39806,0.90907,0.6396,0.095,0.0975,0.18026,0.01252,9,2.0151,0.44289,0.0035435,0.25,0.52996,1.709,40.926,27.25,82.25,13.625
559.16,44.467,30,135,0.10962,0.15591,1.75,807,0.2067,0.59245,1.7837,0.013063,0.33049,0.91508,0.61141,0.0925,0.095625,0.17491,0.01191,10,1.893,0.5819,0.0018638,0.232,0.4463,1.5869,12.136,27.75,94.5,17.396
461.53,48.533,60,120,0.10962,0.15591,1.75,807,0.042593,0.60414,1.9984,0.011131,0.32221,1.324,0.58996,0.09625,0.10125,0.18219,0.0085562,12,1.7709,0.51652,0.0029957,0.274,0.4836,2.0752,10.229,21.75,83,11.195
365.18,48.467,90,135,0.11959,0.17344,2,777,-0.070873,0.5536,1.9174,0.0090705,0.37343,1.0926,0.61757,0.091875,0.09625,0.17568,0.012461,11,1.893,0.47111,0.0034698,0.266,0.38487,1.709,16.585,32,84.75,18.11
606.15,46.333,45,105,0.10962,0.16432,2,793,-0.161,0.59717,1.7653,0.016228,0.34212,0.87012,0.65062,0.095625,0.10375,0.17735,0.014668,11,1.893,0.59606,0.002727,0.236,0.41501,1.8311,12.454,21.25,86.25,11.825
438.42,46.8,120,120,0.099658,0.16016,1.75,800,0.15317,0.5832,1.8463,0.013544,0.35512,1.0334,0.59693,0.0925,0.09625,0.1665,0.0096583,9,1.893,0.53153,0.0033383,0.354,0.29044,1.6479,12.889,23.5,78.75,10.95
425.89,53.733,60,150,0.13952,0.17995,2.25,765,-0.33191,0.49624,1.8749,0.015843,0.30975,1.1424,0.64942,0.09125,0.10625,0.19276,0.013055,11,1.893,0.54278,0.0035674,0.244,0.38691,1.6479,20.784,27,90.25,15.926
438.57,48.133,30,135,0.10962,0.15713,1.75,805,0.053099,0.60184,1.8462,0.013207,0.36442,1.0515,0.63586,0.0925,0.09875,0.19181,0.013603,10,1.893,0.48266,0.0030366,0.258,0.43756,1.4648,11.266,23.25,84,12.283
440.55,48,30,105,0.099658,0.16432,1.75,793,0.16632,0.56778,1.747,0.0019808,0.45206,0.91428,0.6113,0.088125,0.095,0.16306,0.0040429,8,2.0151,0.34549,0.0027925,0.348,0.41193,1.8921,10.373,28.25,85,15.492
448.51,51.267,30,120,0.10962,0.17344,2,777,-0.27834,0.49948,1.7965,0.016764,0.33523,1.025,0.64885,0.09625,0.10125,0.18449,0.012808,12,1.893,0.53559,0.0025566,0.28,0.39114,1.5869,17.764,26.5,84.25,13.349
503.7,49.2,0,120,0.10962,0.15956,1.75,801,0.14536,0.59537,1.6541,0.0039998,0.47091,0.77643,0.58684,0.094375,0.096875,0.17522,0.014311,10,2.0151,0.28359,0.0026803,0.252,0.46149,1.6479,10.689,29.25,85.5,15.704
416.67,48.733,60,120,0.11959,0.17008,1.75,783,-0.18879,0.54528,1.8579,0.012889,0.33455,1.1174,0.5978,0.093125,0.099375,0.17619,0.011331,11,1.893,0.50372,0.0031542,0.33,0.3191,1.8311,20.473,31.5,85,17
481.77,51.8,0,105,0.11959,0.17008,2.25,783,-0.21664,0.57946,1.7169,0.0036858,0.45404,0.90311,0.68173,0.095,0.10125,0.17881,0.01785,14,1.893,0.29821,0.0031892,0.228,0.52406,1.3428,16.846,28,78.75,13.125
446.2,47.2,90,105,0.10962,0.1649,1.75,792,0.037213,0.60146,1.8671,0.0081749,0.38549,1.16,0.56832,0.08625,0.093125,0.13746,0.010359,11,1.893,0.34997,0.0030299,0.304,0.51988,2.0142,15.303,18.25,78,8.5753
517.44,50.467,30,120,0.099658,0.17782,2,769,-0.35034,0.66481,1.8556,0,0.48813,1.1149,0.64953,0.081875,0.095625,0.12754,0.0080086,15,1.893,0.28876,0.0028243,0.26,0.55527,1.9531,7.9609,31,89.5,18.747
578.97,50.467,90,120,0.10962,0.16722,1.75,788,-0.23408,0.66401,1.8532,0.001143,0.54025,1.194,0.68451,0.0825,0.095,0.13686,0.013048,16,1.893,0.25684,0.0027826,0.226,0.55359,1.8921,10.839,28.25,90.75,16.922
542.54,48.4,30,105,0.099658,0.15835,1.75,803,0.014374,0.67282,1.8996,0,0.48052,1.1876,0.61756,0.07625,0.09125,0.11945,0.0054705,15,1.893,0.28803,0.0031331,0.312,0.49208,1.9531,9.7241,23.25,86.5,12.892
543.78,50.6,150,105,0.10962,0.17889,2,767,-0.39908,0.66637,1.7919,0,0.47811,0.94978,0.71404,0.083125,0.09375,0.13746,0.0060545,9,1.893,0.27375,0.0032735,0.242,0.58762,1.9531,9.8073,28,83,14.779
569.85,50,135,120,0.099658,0.16607,1.75,790,-0.25231,0.65637,1.8237,0.0046538,0.47316,1.1184,0.69326,0.083125,0.099375,0.13777,0.010846,20,1.893,0.28782,0.0031472,0.252,0.61609,1.9531,7.2035,24.75,85,13.551
510.87,49.8,150,120,0.099658,0.17121,1.75,781,-0.28601,0.65368,1.7719,0.0047955,0.48278,1.0421,0.68695,0.08625,0.095625,0.13409,0.008065,16,1.893,0.26794,0.0028325,0.272,0.52925,1.9531,17.736,35,89.75,20.7
573.3,50.467,105,105,0.099658,0.17121,2,781,-0.24859,0.66249,1.8395,0,0.51027,1.118,0.6989,0.080625,0.09,0.12376,0.011293,18,1.893,0.26104,0.0026915,0.25,0.61634,1.9531,11.252,23.25,78.5,10.913
545.75,49.4,150,105,0.099658,0.1649,1.75,792,-0.22645,0.64397,1.9019,0,0.51384,1.2615,0.69106,0.075625,0.08625,0.11859,0.011474,18,1.893,0.25751,0.0028333,0.268,0.54226,1.9531,7.6129,24,81.25,11.982
529.61,52,90,105,0.099658,0.18101,2,763,-0.41546,0.66552,1.8152,0,0.5061,1.042,0.68007,0.0825,0.089375,0.12763,0.015684,17,1.893,0.25224,0.0026279,0.228,0.61883,1.9531,8.8077,28.75,89.5,17.154
554.68,50.467,150,120,0.089692,0.16373,1.75,794,-0.1964,0.63608,1.8232,0.0042311,0.5089,1.1979,0.6911,0.08625,0.096875,0.15104,0.010661,15,1.893,0.24905,0.0028701,0.244,0.61525,2.0142,7.2275,21.25,88,12.065
500,51.067,120,120,0.099658,0.17289,1.75,778,-0.33499,0.64785,1.7758,0,0.51225,0.95957,0.66687,0.079375,0.09,0.12945,0.0078666,16,1.893,0.24045,0.0023347,0.258,0.54289,1.9531,9.1179,34.5,88,19.941
554.37,52.133,180,120,0.10962,0.17233,2,779,-0.37793,0.61542,1.8121,0,0.53546,1.0849,0.73248,0.079375,0.086875,0.12704,0.016076,15,1.893,0.22663,0.0024973,0.244,0.65702,1.9531,10.287,29,79.75,14.232
531.82,48,30,105,0.099658,0.16373,1.75,794,-0.14663,0.66463,1.8942,0,0.50313,1.2315,0.66369,0.078125,0.095625,0.12927,0.0093125,14,1.893,0.2592,0.0029095,0.286,0.61044,2.0142,9.1122,18.25,80.75,9.0968
544.08,50.2,135,105,0.099658,0.17782,2,769,-0.43251,0.64329,1.7753,0.0034023,0.47959,0.99622,0.70847,0.0825,0.09625,0.14288,0.0040366,8,1.893,0.25183,0.0026816,0.254,0.57834,1.9531,6.3814,26.5,87,15.044
570.82,48.933,60,120,0.099658,0.16016,1.75,800,-0.11814,0.63603,1.8706,0,0.50554,1.1909,0.65356,0.081875,0.095625,0.13535,0.0067233,14,1.893,0.26338,0.003143,0.272,0.53871,1.9531,8.5648,23,83.25,12.042
